City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
345,Salym,RU,60.0625,71.4789,-6.18,98,10,5.26,clear sky
346,Ust-Koksa,RU,50.2696,85.6108,-12.87,97,74,1.25,broken clouds
347,Oktyabrskiy,RU,54.4815,53.471,19.72,93,100,10.16,overcast clouds
348,Sioux Lookout,CA,50.1001,-91.917,14.38,85,100,11.5,overcast clouds
349,Hurghada,EG,27.2574,33.8129,57.24,47,0,9.22,clear sky
350,Troina,IT,37.7854,14.5985,41.77,35,0,3.89,clear sky
351,Ayorou,NE,14.7308,0.9174,77.32,8,0,9.98,clear sky
352,Kalengwa,ZM,-13.4659,25.0027,65.03,95,100,1.95,light rain
353,Ballitoville,ZA,-29.539,31.2144,77.14,88,100,4.61,light intensity drizzle
354,Seymchan,RU,62.8833,152.4333,-42.72,100,90,0.78,overcast clouds
355,Bowen,AU,-20.0167,148.2333,71.82,78,57,5.41,broken clouds
356,Opuwo,NA,-18.0607,13.84,67.86,87,100,4.76,light rain
357,Terrace Bay,CA,48.7834,-87.1,10.02,82,100,6.93,overcast clouds
358,Poletayevo,RU,55.0336,61.1138,4.82,96,100,10.29,overcast clouds
359,Bonavista,CA,48.6499,-53.1147,35.6,83,8,11.5,clear sky
360,Srednekolymsk,RU,67.45,153.6833,-39.78,99,50,4.59,scattered clouds
361,Paamiut,GL,61.994,-49.6678,12.29,73,100,7.92,overcast clouds
362,Khonsa,IN,27.0167,95.5667,48.69,93,98,3.02,overcast clouds
363,Booue,GA,-0.0921,11.9385,78.89,75,72,2.8,broken clouds
364,Kerchevskiy,RU,59.946,56.2884,18.3,90,100,12.64,overcast clouds
365,Cabo San Lucas,MX,22.8909,-109.9124,79.52,54,0,4.61,clear sky
366,Piacabucu,BR,-10.4056,-36.4344,81.5,71,3,13.29,clear sky
367,Khani,GE,41.9563,42.9566,33.37,91,98,4.38,overcast clouds
368,Verkhnevilyuysk,RU,63.4453,120.3167,-35.63,100,45,2.48,scattered clouds
369,Novyy Urengoy,RU,66.0833,76.6333,0.41,80,64,15.19,broken clouds
370,Borgosesia,IT,45.7145,8.2799,47.43,84,6,2.84,clear sky
371,Palani,IN,10.4667,77.5333,69.75,74,49,5.37,scattered clouds
372,Omboue,GA,-1.5746,9.2618,78.04,87,100,4.97,light rain
373,Ballinasloe,IE,53.3275,-8.2194,38.34,85,6,7.74,clear sky
374,Tocopilla,CL,-22.092,-70.1979,70.03,65,23,5.17,few clouds
375,Yulara,AU,-25.2406,130.9889,67.84,56,0,2.3,clear sky
376,Flinders,AU,-34.5833,150.8552,71.19,85,90,11.99,light rain
377,Yuzhou,CN,34.1628,113.4639,35.87,72,100,2.39,overcast clouds
378,Phalia,PK,32.4297,73.5775,49.06,38,0,5.35,clear sky
379,Bose,IT,45.4612,8.0137,45.73,79,5,2.26,clear sky
380,Necochea,AR,-38.5473,-58.7368,83.03,42,33,13.76,scattered clouds
381,Cabedelo,BR,-6.9811,-34.8339,84.87,68,10,10.07,clear sky
382,Liverpool,GB,53.4106,-2.9779,44.55,81,75,17.27,broken clouds
383,La Peca,PE,-5.6111,-78.435,73.09,80,97,2.57,light rain
384,Shiraz,IR,29.6036,52.5388,42.24,36,0,0.0,clear sky
385,Atkarsk,RU,51.8718,45.0078,24.64,97,97,6.91,overcast clouds
386,Clonakilty,IE,51.6231,-8.8706,38.41,78,7,6.69,clear sky
387,Prince Rupert,CA,54.3161,-130.3201,41.09,75,100,14.97,overcast clouds
388,Yelan-Kolenovskiy,RU,51.1632,41.151,31.87,92,95,12.59,overcast clouds
389,Saint-Augustin,CA,51.226,-58.6502,22.64,96,100,2.08,overcast clouds
390,Meulaboh,ID,4.1363,96.1285,75.54,83,100,2.3,overcast clouds
391,Apiai,BR,-24.5094,-48.8425,75.27,55,39,7.4,scattered clouds
392,Morondava,MG,-20.2833,44.2833,81.37,79,100,9.62,overcast clouds
393,Iqaluit,CA,63.7506,-68.5145,-7.87,84,100,5.75,light snow
394,Greenville,US,35.6127,-77.3663,66.94,24,0,12.66,clear sky
395,Nizhniy Ingash,RU,56.2,96.53,-11.49,97,98,2.59,overcast clouds
396,Beloha,MG,-25.1667,45.05,72.86,90,42,9.4,scattered clouds
397,Jati,PK,24.3539,68.2671,66.74,34,0,6.51,clear sky
398,Lebedinyy,RU,58.5167,125.5167,-30.64,100,100,3.58,overcast clouds
399,Oranjestad,AW,12.524,-70.027,78.91,77,46,19.69,scattered clouds
400,Nizwa,OM,22.9333,57.5333,63.48,44,1,1.45,clear sky
401,Nasirabad,IN,26.3,74.7333,54.68,44,0,4.12,clear sky
402,Gayny,RU,60.3071,54.3241,20.97,93,100,10.87,light snow
403,Noyabrsk,RU,63.1994,75.4507,-5.62,92,72,12.01,broken clouds
404,Price,US,39.5994,-110.8107,51.06,37,0,3.44,clear sky
405,Kawasaki,JP,35.5206,139.7172,37.09,94,75,19.57,broken clouds
406,Cornelius,US,35.4868,-80.8601,66.42,23,0,9.22,clear sky
407,Mokrousovo,RU,55.8103,66.7653,-7.01,89,5,12.06,clear sky
408,Alofi,NU,-19.0595,-169.9187,84.09,74,75,6.91,broken clouds
409,Aswan,EG,24.0934,32.907,58.3,33,0,9.22,clear sky
410,Lodwar,KE,3.1191,35.5973,85.6,31,3,7.43,clear sky
411,Alekseyevsk,RU,57.8406,108.3492,-23.17,100,92,2.64,overcast clouds
412,Ambilobe,MG,-13.2,49.05,73.83,99,99,3.83,heavy intensity rain
413,Jacareacanga,BR,-6.2222,-57.7528,85.44,65,48,3.24,scattered clouds
414,Tasiilaq,GL,65.6145,-37.6368,17.76,58,48,7.61,scattered clouds
415,Port Hardy,CA,50.6996,-127.4199,48.38,81,100,8.05,overcast clouds
416,Igarka,RU,67.4667,86.5833,-18.31,96,6,10.25,clear sky
417,Amos,CA,48.5669,-78.1162,21.47,89,100,8.23,overcast clouds
418,Blyth,GB,55.1271,-1.5086,41.47,68,20,10.36,few clouds
419,Warrnambool,AU,-38.3833,142.4833,54.81,76,35,10.78,scattered clouds
420,Chaman,PK,30.9236,66.4512,44.26,32,0,1.99,clear sky
421,Nantucket,US,41.2835,-70.0995,50.14,78,40,16.11,scattered clouds
422,Shimoda,JP,34.6667,138.95,37.11,85,99,15.77,overcast clouds
423,Yar-Sale,RU,66.8333,70.8333,8.29,90,98,19.8,overcast clouds
424,Northam,GB,51.0333,-4.2167,44.62,70,7,15.99,clear sky
425,Bagan,RU,54.1001,77.6646,-24.09,100,44,4.68,scattered clouds
426,Lefka,CY,35.1106,32.8506,50.88,59,0,2.1,clear sky
427,Mitu,CO,1.1983,-70.1733,81.43,74,100,2.21,overcast clouds
428,Narsaq,GL,60.9167,-46.05,12.42,61,79,8.84,broken clouds
429,Badvel,IN,14.75,79.05,65.66,86,7,2.35,clear sky
430,Atambua,ID,-9.1061,124.8925,72.34,88,100,1.28,moderate rain
431,Svetlyy,RU,54.675,20.1347,37.96,93,100,11.95,overcast clouds
432,Miri,MY,4.4148,114.0089,77.14,94,40,3.44,scattered clouds
433,Bardiyah,LY,31.7561,25.0865,53.51,65,4,8.46,clear sky
434,Lydenburg,ZA,-25.0978,30.4597,66.4,55,67,2.19,broken clouds
435,Lagoa,PT,39.05,-27.9833,58.57,73,93,7.09,overcast clouds
436,Nicoya,CR,10.1483,-85.452,90.95,36,27,6.2,scattered clouds
437,Sabzevar,IR,36.2126,57.6819,40.28,45,0,6.91,clear sky
438,Plaeng Yao,TH,13.5847,101.284,82.8,79,74,3.2,light rain
439,Dudinka,RU,69.4058,86.1778,-2.38,88,7,19.17,clear sky
440,Yerbogachen,RU,61.2767,108.0108,-20.88,100,88,2.64,overcast clouds
441,Ewa Beach,US,21.3156,-158.0072,80.55,58,0,5.75,clear sky
442,Huntington,US,38.4193,-82.4452,55.11,28,0,11.5,clear sky
443,Malanje,AO,-9.5402,16.341,63.57,81,78,2.39,broken clouds
444,Ketchikan,US,55.3422,-131.6461,39.67,65,75,9.22,broken clouds
445,Amarpatan,IN,24.3167,80.9833,52.66,69,0,3.8,clear sky
446,Zaysan,KZ,47.4667,84.8667,3.88,90,100,2.19,overcast clouds
447,Vaitape,PF,-16.5167,-151.75,81.18,75,51,16.24,broken clouds
448,Pinheiro Machado,BR,-31.5783,-53.3811,79.05,67,2,14.09,clear sky
449,Si Chiang Mai,TH,17.9564,102.5867,74.95,99,44,4.0,scattered clouds
450,San-Pedro,CI,4.7485,-6.6363,79.45,90,0,7.74,clear sky
451,Englewood,US,39.6478,-104.9878,59.04,25,75,9.22,broken clouds
452,Jiuquan,CN,39.7432,98.5174,23.77,42,58,3.8,broken clouds
453,Pervomayskiy,RU,53.2485,40.2871,31.14,91,100,11.54,overcast clouds
454,Coro,VE,11.4045,-69.6734,82.96,63,82,21.39,broken clouds
455,Mehamn,NO,71.0357,27.8492,24.98,82,98,10.4,overcast clouds
456,Houma,US,29.5958,-90.7195,70.0,38,16,4.36,few clouds
457,Odweyne,SO,9.4092,45.064,64.53,28,0,12.57,clear sky
458,Barquisimeto,VE,10.0739,-69.3228,86.63,45,40,4.61,scattered clouds
459,Acapulco,MX,16.8634,-99.8901,85.82,58,75,6.91,broken clouds
460,Teya,RU,60.3778,92.6267,-17.59,100,41,0.31,scattered clouds
461,Axim,GH,4.8699,-2.2405,79.18,87,0,8.75,clear sky
462,Oksfjord,NO,70.2396,22.3479,28.58,93,100,10.29,snow
463,Vila Velha,BR,-20.3297,-40.2925,76.95,86,75,10.36,moderate rain
464,Balta,UA,47.9355,29.6198,39.36,76,47,6.55,scattered clouds
465,Yumen,CN,40.2833,97.2,22.89,49,97,12.93,overcast clouds
466,Vila,PT,42.0304,-8.1588,46.74,79,69,2.35,broken clouds
467,Honiara,SB,-9.4333,159.95,80.71,81,65,5.55,moderate rain
468,Grand Gaube,MU,-20.0064,57.6608,77.4,78,1,6.53,clear sky
469,Mocuba,MZ,-16.8392,36.9856,72.82,93,83,2.71,broken clouds
470,Samarai,PG,-10.6167,150.6667,81.36,63,81,12.88,broken clouds
471,Wewak,PG,-3.5534,143.6268,78.48,86,100,3.62,overcast clouds
472,Novoagansk,RU,61.9449,76.6625,-12.87,99,68,5.7,broken clouds
473,Warmbad,NA,-28.45,18.7333,85.8,14,2,11.74,clear sky
474,Surazh,RU,53.0175,32.3918,25.41,96,99,7.29,overcast clouds
475,Khovu-Aksy,RU,51.1333,93.6,-19.59,96,22,3.36,few clouds
476,Kiruna,SE,67.8557,20.2251,13.12,92,65,2.3,broken clouds
477,Weligama,LK,5.9667,80.4167,74.75,89,16,5.5,few clouds
478,Baykit,RU,61.67,96.37,-16.85,97,8,3.02,clear sky
479,Healesville,AU,-37.65,145.5167,62.22,85,14,3.0,few clouds
480,Sakaiminato,JP,35.55,133.2333,35.58,93,75,4.61,broken clouds
481,Bandarbeyla,SO,9.4942,50.8122,73.76,62,13,17.09,few clouds
482,Machali,CL,-34.1833,-70.6667,70.88,56,99,10.47,overcast clouds
483,Ballina,AU,-28.8667,153.5667,66.16,93,40,5.75,scattered clouds
484,Chachapoyas,PE,-6.2317,-77.869,57.34,96,99,3.47,moderate rain
485,Sayat,TM,38.7839,63.8803,46.27,39,74,14.05,broken clouds
486,Camacha,PT,33.0833,-16.3333,61.56,88,20,4.61,few clouds
487,Zyryanka,RU,65.75,150.85,-38.45,98,39,5.44,scattered clouds
488,Mumford,GH,5.2618,-0.759,79.95,85,0,6.55,clear sky
489,Dalmatovo,RU,56.26,62.9362,2.07,95,100,11.97,overcast clouds
490,Santa Rosa,PH,14.3122,121.1114,79.11,76,100,12.08,overcast clouds
491,Puerto Escondido,MX,15.85,-97.0667,85.03,61,0,8.05,clear sky
492,Batsfjord,NO,70.6345,29.7185,26.6,88,83,8.66,broken clouds
493,Ocampo,MX,21.65,-101.5,71.28,19,1,10.29,clear sky
494,Marsh Harbour,BS,26.5412,-77.0636,73.02,74,80,12.26,broken clouds
495,Loa Janan,ID,-0.583,117.095,72.52,99,100,1.66,overcast clouds
496,Kidal,ML,18.4411,1.4078,71.89,8,95,9.19,overcast clouds
497,Novikovo,RU,51.1537,37.8879,31.73,92,97,9.62,overcast clouds
498,Touros,BR,-5.1989,-35.4608,86.9,71,53,13.51,broken clouds
499,Terney,RU,45.0503,136.6092,16.7,81,32,5.1,scattered clouds
500,Santa Cruz,BO,-17.8,-63.1667,93.25,40,20,13.8,few clouds
501,Pevek,RU,69.7008,170.3133,-32.24,98,100,8.81,overcast clouds
502,Ucluelet,CA,48.9329,-125.5528,47.08,94,54,1.86,broken clouds
503,Sohagpur,IN,22.7,78.2,54.28,50,2,4.34,clear sky
504,Jinan,CN,36.6683,116.9972,38.34,64,51,4.14,broken clouds
505,Pangnirtung,CA,66.1451,-65.7125,-2.2,55,100,3.44,overcast clouds
506,Marang,MY,5.2056,103.2059,75.11,96,100,2.42,light rain
507,Roald,NO,62.5833,6.1333,34.9,64,40,19.57,snow
508,Jalingo,NG,8.8833,11.3667,76.69,12,3,4.36,clear sky
509,Totma,RU,59.9747,42.7642,25.25,97,100,7.16,light snow
510,Pisco,PE,-13.7,-76.2167,80.02,69,0,10.36,clear sky
511,Ulaanbaatar,MN,47.9077,106.8832,-18.27,69,0,4.47,clear sky
512,Cabra,ES,37.4725,-4.4421,55.13,54,100,2.06,overcast clouds
513,College Place,US,46.0493,-118.3883,69.6,46,0,14.97,clear sky
514,Macherla,IN,16.4833,79.4333,68.83,77,6,5.93,clear sky
515,Kruisfontein,ZA,-34.0033,24.7314,61.83,86,41,2.35,scattered clouds
516,Grudziadz,PL,53.4841,18.7537,40.82,73,100,7.81,overcast clouds
517,Okhotsk,RU,59.3833,143.3,3.88,86,100,5.35,overcast clouds
518,Pathalgaon,IN,22.5667,83.4667,56.14,58,1,6.82,clear sky
519,Derzhavinsk,KZ,51.1,66.3167,6.26,96,80,11.97,broken clouds
520,Pacific Grove,US,36.6177,-121.9166,79.81,33,0,3.0,clear sky
521,Kerema,PG,-7.9631,145.7785,77.4,88,100,4.56,overcast clouds
522,Ellisras,ZA,-23.6649,27.7443,71.26,69,99,5.5,overcast clouds
523,Vostok,RU,46.4856,135.8833,4.37,99,100,3.24,overcast clouds
524,Olinda,BR,-8.0089,-34.8553,83.93,65,20,6.91,few clouds
525,Brokopondo,SR,4.75,-55.1667,79.47,77,100,7.4,overcast clouds
526,Yinchuan,CN,38.4681,106.2731,22.5,76,100,2.71,overcast clouds
527,Diffa,NE,13.3154,12.6113,68.13,17,41,9.78,scattered clouds
528,Pitangui,BR,-19.6828,-44.8903,70.84,94,98,2.21,moderate rain
529,Varhaug,NO,58.6147,5.6457,37.47,76,52,15.32,broken clouds
530,Iguape,BR,-24.7081,-47.5553,77.56,71,0,8.99,clear sky
531,Yaan,NG,7.3833,8.5667,84.18,9,21,5.59,few clouds
532,Yanji,CN,42.9075,129.5078,14.27,94,100,1.21,overcast clouds
533,Kandrian,PG,-6.2167,149.55,77.88,86,97,4.56,light rain
534,Eyl,SO,7.9803,49.8164,72.18,64,1,16.46,clear sky
535,Vanimo,PG,-2.6741,141.3028,77.29,88,100,2.33,overcast clouds
536,Takoradi,GH,4.8845,-1.7554,79.65,87,0,7.0,clear sky
537,Xixiang,CN,35.1628,112.865,37.76,57,97,2.71,overcast clouds
538,Cranendonck,NL,51.2775,5.5837,43.12,89,100,6.91,light rain
539,Hospet,IN,15.2667,76.4,70.81,52,4,8.28,clear sky
540,Nioro,GM,13.35,-15.75,86.0,10,59,8.9,broken clouds
541,Oudtshoorn,ZA,-33.5907,22.2014,64.76,81,52,4.76,broken clouds
542,Dzhebariki-Khaya,RU,62.2167,135.8,-38.25,100,92,0.87,overcast clouds
543,Kualakapuas,ID,-3.0091,114.3876,77.16,95,100,0.2,light rain
544,Tomatlan,MX,19.9333,-105.25,86.38,21,0,10.65,clear sky
545,Can Tho,VN,10.0333,105.7833,75.18,94,0,4.61,clear sky
546,Boende,CD,-0.2167,20.8667,81.52,46,86,2.98,overcast clouds
547,Kainan,JP,34.15,135.2,44.01,80,8,9.4,clear sky
548,Shache,CN,38.4167,77.2406,34.29,35,34,5.1,scattered clouds
549,Dukat,RU,62.55,155.55,-27.38,78,61,3.29,broken clouds
550,Chara,RU,56.9064,118.2631,-20.72,89,98,1.61,overcast clouds
551,Nyurba,RU,63.2842,118.3319,-32.89,100,88,2.86,overcast clouds
552,Tirumullaivasal,IN,11.2333,79.8333,78.62,76,100,13.42,light rain
553,Lubango,AO,-14.9172,13.4925,57.43,79,95,1.36,overcast clouds
554,Mahebourg,MU,-20.4081,57.7,77.29,88,40,2.3,scattered clouds
555,Lahij,YE,13.1667,44.5833,68.32,77,48,6.76,scattered clouds
556,Kondinskoye,RU,59.6481,67.41,-2.88,93,6,9.75,clear sky
557,Ust-Kulom,RU,61.6864,53.6902,22.44,93,100,10.49,light snow
558,Kirgiz-Miyaki,RU,53.6324,54.7979,19.63,93,100,15.12,light snow
559,Luanda,AO,-8.8368,13.2343,82.4,51,40,5.75,scattered clouds
560,Usinsk,RU,65.9939,57.5281,24.46,94,100,22.5,light snow
561,Maldonado,UY,-34.6667,-54.9167,83.59,48,0,11.39,clear sky
562,Misratah,LY,32.3754,15.0925,57.07,63,9,4.29,clear sky
563,Lucea,JM,18.451,-78.1736,82.26,77,14,9.46,few clouds
564,Dongying,CN,37.4564,118.4856,37.17,63,3,4.32,clear sky
565,Bintulu,MY,3.1667,113.0333,75.61,100,40,2.3,scattered clouds
566,Port Lincoln,AU,-34.7333,135.8667,61.68,72,8,15.3,clear sky
567,Grootfontein,NA,-19.5667,18.1167,65.77,94,42,13.8,scattered clouds
568,Porto Novo,BJ,6.4965,2.6036,84.02,82,0,8.79,clear sky
569,Kununurra,AU,-15.7667,128.7333,76.98,94,99,0.0,overcast clouds
570,Nuuk,GL,64.1835,-51.7216,27.21,80,100,11.5,light snow
571,Mahanje,TZ,-9.9333,35.3333,65.16,96,100,2.24,light rain
572,Kudligi,IN,14.9,76.3833,69.85,50,4,8.32,clear sky
573,Shakiso,ET,5.75,38.9167,66.94,41,87,3.69,overcast clouds
574,Nhamunda,BR,-2.1861,-56.7131,79.74,90,100,3.11,overcast clouds
575,Talcahuano,CL,-36.7167,-73.1167,71.28,40,0,21.85,clear sky
576,Waingapu,ID,-9.6567,120.2641,76.68,86,100,3.02,overcast clouds
577,Rocha,UY,-34.4833,-54.3333,75.87,56,0,15.3,clear sky
578,Poronaysk,RU,49.2167,143.1167,4.68,96,44,4.52,scattered clouds
579,Harrison,US,30.4091,-89.0436,71.35,36,0,9.22,clear sky
580,Lasa,IT,46.6166,10.7002,35.62,76,15,1.79,few clouds
581,Rawlins,US,41.7911,-107.2387,42.69,53,75,23.02,broken clouds
582,Saint-Joseph,RE,-21.3667,55.6167,73.78,81,25,3.49,scattered clouds
583,Rafraf,TN,37.1904,10.1837,52.11,65,0,8.88,clear sky
584,Takestan,IR,36.0696,49.6959,46.53,79,99,6.8,overcast clouds
585,Bolshevik,BY,54.0065,27.5692,33.42,95,100,4.7,overcast clouds
586,Danville,US,36.586,-79.395,65.98,24,0,21.85,clear sky
587,Bassila,BJ,9.0081,1.6654,79.99,13,1,3.65,clear sky
588,Caucaia,BR,-3.7361,-38.6531,84.15,73,20,10.36,few clouds
589,Zaraza,VE,9.3503,-65.3245,87.31,46,36,15.14,scattered clouds
590,Marzuq,YE,14.4,46.4667,61.5,50,94,2.91,overcast clouds
591,Rumonge,BI,-3.9736,29.4386,70.77,85,98,1.88,light rain
592,Mecca,SA,21.4267,39.8261,68.63,60,2,8.7,clear sky
593,Doha,QA,25.2867,51.5333,62.49,82,0,4.61,clear sky
594,Bucerias,MX,20.75,-105.3333,75.18,53,0,12.66,clear sky
595,Whitefish,US,48.4111,-114.3376,46.15,66,20,13.8,few clouds
596,Domoni,KM,-12.2569,44.5319,79.07,84,100,5.5,overcast clouds
597,Mondlo,ZA,-27.983,30.7177,69.78,59,76,3.87,broken clouds
598,Taga,RO,46.95,24.05,34.48,97,94,2.08,overcast clouds
599,Florianopolis,BR,-27.6146,-48.5012,78.26,64,40,11.5,scattered clouds
600,Sao Filipe,CV,14.8961,-24.4956,78.22,54,100,6.73,overcast clouds
601,Khromtau,KZ,50.2503,58.4347,16.36,95,100,14.47,snow
602,Vallenar,CL,-28.5708,-70.7581,79.95,36,0,10.45,clear sky
603,Husavik,IS,66.0449,-17.3389,30.11,80,98,11.72,overcast clouds
604,Qaqortoq,GL,60.7167,-46.0333,12.7,63,98,8.37,overcast clouds
605,Birao,CF,10.2849,22.7882,75.4,13,43,8.34,scattered clouds
606,Wamba,NG,8.9333,8.6,75.33,10,7,5.59,clear sky
607,Sarmanovo,RU,55.2553,52.5891,20.08,94,100,9.26,overcast clouds
608,Morehead,US,37.2711,-87.1764,56.14,35,0,10.36,clear sky
609,Den Helder,NL,52.9599,4.7593,43.02,68,40,16.11,scattered clouds
610,Turukhansk,RU,65.8167,87.9833,-24.99,99,12,4.47,few clouds
611,Nassau,US,40.7507,-73.5829,54.18,39,4,8.01,clear sky
612,Kashi,CN,39.4547,75.9797,33.01,27,20,8.95,few clouds
613,Orthez,FR,43.4884,-0.7724,53.76,82,69,4.68,broken clouds
614,Bressanone,IT,46.715,11.656,42.46,83,7,1.52,clear sky
615,Lubbock,US,33.6001,-101.8338,62.38,22,20,8.05,few clouds
616,Kenai,US,60.5544,-151.2583,27.03,74,0,18.41,light snow
617,Le Port,RE,-20.9373,55.2919,75.2,81,42,3.94,scattered clouds
618,Kloulklubed,PW,7.0419,134.2556,75.7,74,100,13.91,overcast clouds
619,Vila Franca Do Campo,PT,37.7167,-25.4333,59.2,76,90,8.28,overcast clouds
620,Ronne,DK,55.1009,14.7066,37.31,93,20,10.36,few clouds
621,Ecoporanga,BR,-18.3733,-40.8306,76.6,84,60,6.49,broken clouds
622,Cockburn Town,TC,21.4612,-71.1419,77.77,74,0,16.64,clear sky
623,Wildberg,DE,48.6234,8.7452,44.91,83,100,7.11,overcast clouds
624,Collie,AU,-33.3667,116.15,61.99,56,0,2.64,clear sky
625,Vao,NC,-22.6667,167.4833,81.05,88,100,39.75,moderate rain
626,Batagay,RU,67.6333,134.6333,-34.73,99,100,1.41,overcast clouds
627,Kikwit,CD,-5.041,18.8162,74.61,81,99,2.77,light rain
628,Nizhniy Kuranakh,RU,58.8353,125.4869,-30.95,100,100,2.37,overcast clouds
629,Wadi Musa,JO,30.3222,35.4793,38.88,90,83,10.63,broken clouds
630,Bantry,IE,51.6833,-9.45,38.68,78,10,4.38,clear sky
631,Aberdeen,GB,57.1437,-2.0981,36.82,73,46,17.27,scattered clouds
632,Malayal,PH,7.208,121.942,78.46,83,100,3.78,overcast clouds
633,Kuzino,RU,57.0224,59.4412,12.07,88,100,12.08,overcast clouds
634,Shingu,JP,33.7333,135.9833,43.92,84,5,6.64,clear sky
635,Rochester,US,43.1548,-77.6156,38.98,77,100,13.8,overcast clouds
636,Emerald,AU,-23.5333,148.1667,71.74,88,0,3.44,clear sky
637,Nouadhibou,MR,20.931,-17.0347,76.98,41,97,8.05,overcast clouds
638,Wicklow,IE,53.0,-6.4167,34.05,87,8,5.28,clear sky
639,Mercedes,AR,-34.6515,-59.4307,89.85,20,1,8.95,clear sky
640,Kuruman,ZA,-27.4524,23.4325,70.0,44,71,2.89,broken clouds
641,Buin,CL,-33.7333,-70.75,78.06,39,99,11.65,overcast clouds
642,Beyneu,KZ,45.3167,55.2,34.32,87,100,16.49,overcast clouds
643,Zakopane,PL,49.299,19.9489,36.03,89,99,4.9,overcast clouds
644,Bhatkal,IN,13.9667,74.5667,74.68,63,1,4.54,clear sky
645,Dicabisagan,PH,17.0818,122.4157,74.1,88,100,5.95,overcast clouds
646,De Aar,ZA,-30.6497,24.0123,74.7,12,0,7.54,clear sky
647,Vanavara,RU,60.34,102.2797,-20.11,100,98,0.98,overcast clouds
648,Mareeba,AU,-17.0,145.4333,70.45,95,18,1.25,few clouds
649,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.98,68,83,14.47,broken clouds
650,Upata,VE,8.0086,-62.3989,87.19,37,65,7.2,broken clouds
651,Quixeramobim,BR,-5.1992,-39.2928,83.37,52,100,1.59,overcast clouds
652,Buchanan,LR,5.8808,-10.0467,80.56,88,57,6.6,broken clouds
653,Bud,US,39.447,-86.1758,41.76,71,74,12.46,broken clouds
654,Halifax,CA,44.6453,-63.5724,38.34,79,100,13.8,overcast clouds
655,Kilindoni,TZ,-7.9139,39.6668,81.16,77,78,12.46,broken clouds
656,Parana,AR,-31.732,-60.5238,97.3,26,97,5.55,overcast clouds
657,Bay Roberts,CA,47.5999,-53.2648,39.51,75,27,1.01,scattered clouds
658,Erdenet,MN,49.0333,104.0833,-13.61,100,91,1.83,overcast clouds
659,Kontagora,NG,10.3999,5.4695,80.67,10,0,7.63,clear sky
660,Lanzhou,CN,36.0564,103.7922,24.08,95,100,0.25,snow
661,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,82,40,7.27,scattered clouds
662,Baiao,BR,-2.7906,-49.6717,77.83,90,98,2.33,moderate rain
663,Toul,FR,48.6667,5.9167,46.69,81,100,10.36,overcast clouds
664,Salamanca,ES,40.8333,-6.0,45.99,67,93,2.44,overcast clouds
665,Khvoynaya,RU,58.9,34.5333,29.57,96,100,9.1,snow
666,Koslan,RU,63.4564,48.8989,21.74,92,100,9.95,overcast clouds
667,Una,IN,20.8167,71.0333,69.82,36,7,15.77,clear sky
668,Luganville,VU,-15.5333,167.1667,80.91,77,100,5.39,overcast clouds
669,Namibe,AO,-15.1961,12.1522,73.65,83,100,4.34,overcast clouds
670,Padang,ID,-0.9492,100.3543,77.02,78,100,3.96,overcast clouds
671,Maragogi,BR,-9.0122,-35.2225,80.78,68,78,14.07,broken clouds
672,Korla,CN,41.7597,86.1469,26.65,51,10,3.78,clear sky
673,Meadow Lake,US,34.8014,-106.5436,54.54,27,2,5.12,clear sky
674,Malmesbury,ZA,-33.4608,18.7271,65.75,82,0,4.9,clear sky
675,Seredka,RU,58.1584,28.1858,33.55,87,100,10.42,overcast clouds
676,Waipawa,NZ,-41.4122,175.5153,67.46,85,100,6.73,overcast clouds
677,Lazarev,RU,52.225,141.5131,15.21,95,100,6.76,light snow
678,Kabare,CD,-2.4683,28.8242,60.73,91,100,0.96,overcast clouds
679,Tres Arroyos,AR,-38.3739,-60.2798,81.81,39,99,3.33,overcast clouds
680,Ranot,TH,7.7777,100.3213,79.65,79,100,9.91,overcast clouds
681,Morro Bay,US,35.3658,-120.8499,86.34,24,0,2.59,clear sky
682,Bilibino,RU,68.0546,166.4372,-42.66,100,73,1.77,broken clouds
683,Mehran,IR,33.1222,46.1646,54.88,40,51,18.63,broken clouds
684,Jackson,US,42.4165,-122.8345,64.92,54,0,0.0,clear sky
685,Tshela,CD,-4.9833,12.9333,72.37,97,5,1.5,clear sky
686,Hobyo,SO,5.3505,48.5268,75.61,66,44,19.93,scattered clouds
687,Taitung,TW,22.7583,121.1444,67.5,80,49,8.01,scattered clouds
688,Lac Du Bonnet,CA,50.2536,-96.0612,25.23,94,100,6.38,light snow
689,Pishin,PK,30.5803,66.9961,41.59,38,0,1.97,clear sky
690,Khandyga,RU,62.6667,135.6,-40.54,100,98,0.81,overcast clouds
691,Thunder Bay,CA,48.4001,-89.3168,20.98,75,100,5.75,overcast clouds
692,Baruun-Urt,MN,46.6806,113.2792,-4.94,98,93,0.96,overcast clouds
693,Bourail,NC,-21.5667,165.4833,79.23,90,100,16.31,moderate rain
694,Madison,US,34.7334,-86.5667,65.39,26,0,11.99,clear sky
695,Nakhon Thai,TH,17.1006,100.8374,76.26,48,57,1.66,broken clouds
696,Hazorasp,UZ,41.3194,61.0742,37.24,52,100,7.94,overcast clouds
